Title,Issue,Box,Year,Declared_Volume,GCD_Derived_Volume,GCD_Series,GCD_volume_count_for_title,Reconciliation
New Avengers,3,24,2016,6,7,New Avengers (2015-2017),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Avengers,4,24,2016,6,7,New Avengers (2015-2017),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Avengers,5,24,2016,6,7,New Avengers (2015-2017),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Avengers,6,24,2016,6,7,New Avengers (2015-2017),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Avengers,20,24,2017,6,7,New Avengers (2015-2017),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Avengers,22,24,2017,6,7,New Avengers (2015-2017),8,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny Avengers,1,24,2012,4,1,Uncanny Avengers (2012-2014),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny Avengers,2,24,2012,4,1,Uncanny Avengers (2012-2014),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,8,24,2013,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,9,24,2013,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,11,24,2013,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,12,24,2013,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,14,24,2013,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,15,24,2013,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,18,24,2014,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,19,24,2014,5,4,Avengers Assemble (2012-2014),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Young Avengers,1,24,2013,5,4,Young Avengers (2013-2014),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Young Avengers,2,24,2013,5,4,Young Avengers (2013-2014),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Guardians of the Galaxy,1,24,2013,3,4,Guardians of the Galaxy (2013-2015),10,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Assemble,1,24,2023,7,5,Avengers Assemble (2023-2023),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Avengers Annual,1,24,2012,4,1,Avengers Annual (2012-2012),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Alpha Flight,0.1,20,2011,1,4,Alpha Flight (2011-2012),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Warriors,2,20,2014,1,5,New Warriors (2014-2015),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
New Warriors,3,20,2014,1,5,New Warriors (2014-2015),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Amazing Fantasy,1,20,2021,1,5,Amazing Fantasy (2021-2022),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Amazing Fantasy,2,20,2021,1,5,Amazing Fantasy (2021-2022),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Amazing Fantasy,3,20,2021,1,5,Amazing Fantasy (2021-2022),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Amazing Fantasy,4,20,2021,1,5,Amazing Fantasy (2021-2022),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Amazing Fantasy,5,20,2021,1,5,Amazing Fantasy (2021-2022),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Fury,1,20,2001,1,3,Fury (2001-2002),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,1,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,3,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,3,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,4,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,5,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,5,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,6,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,10,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Blade,1,20,2023,1,6,Blade (2023-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Wonder Woman Annual,3,55,2019,1,4,Wonder Woman Annual (2017-2020),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Strange Adventures,1,55,2020,1,7,Strange Adventures (2020-2021),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Superman,18,55,2020,1,11,Superman (2019-2020),13,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Batman/Superman: World's Finest,7,55,2022,4,2,Batman / Superman: World's Finest (2022-?),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Storm,8,29,2024,1,8,Storm (2024-2025),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Storm,9,29,2024,1,8,Storm (2024-2025),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Storm,10,29,2024,1,8,Storm (2024-2025),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Storm,11,29,2024,1,8,Storm (2024-2025),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,10,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,11,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,12,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,13,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,14,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,15,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,16,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,18,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,19,29,2024,6,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Superman,15,54,2020,1,11,Superman (2019-2020),13,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Doctor Strange,1,36,2023-2024,5,8,Doctor Strange (2023-2024),10,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Doctor Strange,4,36,2023-2024,5,8,Doctor Strange (2023-2024),10,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Doctor Strange,17,36,2023-2024,5,8,Doctor Strange (2023-2024),10,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Doctor Strange,18,36,2023-2024,5,8,Doctor Strange (2023-2024),10,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,1,14,2023,6,8,X-Men (2021-2024),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,1,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,2,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,3,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,4,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,5,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,6,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,7,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,8,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,9,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,10,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,11,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,17,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,19,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,20,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,21,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,22,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,23,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,24,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,25,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,26,14,2019-2022,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,1,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,2,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,3,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,5,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,6,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,7,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,8,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,10,14,2020-2021,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,1,14,2020,4,5,Cable (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,7,14,2020,4,5,Cable (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny Avengers,1,14,2023,7,5,Uncanny Avengers (2023-2024),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny Avengers,2,14,2023,7,5,Uncanny Avengers (2023-2024),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny Avengers,3,14,2023,7,5,Uncanny Avengers (2023-2024),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny Avengers,4,14,2023,7,5,Uncanny Avengers (2023-2024),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny Avengers,5,14,2023,7,5,Uncanny Avengers (2023-2024),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,1,16,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,2,16,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,3,16,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,4,16,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,5,16,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,6,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,7,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,8,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,9,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,10,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,11,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,12,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,13,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,14,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,15,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,16,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,17,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,18,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,19,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,20,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,21,85,2016,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,1,16,2019,2,5,Spider-Man (2019-2021),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,2,16,2019,2,5,Spider-Man (2019-2021),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,3,16,2019,2,5,Spider-Man (2019-2021),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,4,16,2019,2,5,Spider-Man (2019-2021),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,235,85,2018,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,234,85,2018,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,238,16,2018,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,239,16,2018,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,240,16,2018,1,4,Spider-Man (2016-2018),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,4,16,2020,1,5,Spider-Man (2019-2021),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Spider-Man,5,16,2020,1,5,Spider-Man (2019-2021),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Giant-Size Spider-Man,1,16,2024,1,4,Giant-Size Spider-Man (2024-2024),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Ghost,1,66,2012,1,3,Ghost (2012-2013),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Aquaman,69,35,2000,1,5,Aquaman (1994-2001),13,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,136,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,137,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,138,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,139,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,140,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,141,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,142,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,143,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,144,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,145,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,146,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,147,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,148,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,149,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,150,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,151,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,152,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,153,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,154,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Robin,155,58,2005-2006,4,2,Robin (1993-2009),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,3,11,2022,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,8,11,2022,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,9,11,2022,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,14,11,2022,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,45,11,2022,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,49,11,2022,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,50,11,2022,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,9,11,2020,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,14,11,2020,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,5,11,2020,4,5,Cable (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,6,11,2020,4,5,Cable (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,12,11,2020,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,13,11,2020,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,13,11,2020,1,7,X-Men (2019-2021),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,14,11,2020,1,7,X-Men (2019-2021),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,12,11,2020,1,7,X-Men (2019-2021),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Factor,4,11,2020,1,5,X-Factor (2020-2021),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Men,7,11,2020,1,7,X-Men (2019-2021),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Inferno,1,86,2021,2,3,Inferno (2021-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Inferno,2,86,2021,2,3,Inferno (2021-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Inferno,3,86,2021,2,3,Inferno (2021-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Inferno,4,86,2021,2,3,Inferno (2021-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Storm,1,11,2023,3,7,Storm (2023-2023),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Excalibur,16,11,2021,1,4,Excalibur (2019-2022),4,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
X-Force,46,11,2023,7,10,X-Force (2020-2024),11,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,6,11,2017,4,5,Astonishing X-Men (2017-2019),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,7,11,2017,4,5,Astonishing X-Men (2017-2019),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,8,11,2017,4,5,Astonishing X-Men (2017-2019),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Astonishing X-Men,9,11,2017,4,5,Astonishing X-Men (2017-2019),5,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,1,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,2,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,3,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,4,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,5,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,6,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,7,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Uncanny X-Men,8,11,2024,5,7,Uncanny X-Men (2024-?),7,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Storm,1,72,2024,4,8,Storm (2024-2025),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Storm,2,87,2024,4,8,Storm (2024-2025),9,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,1,11,2024,1,6,Cable (2024-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,2,11,2024,1,6,Cable (2024-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,3,11,2024,1,6,Cable (2024-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,4,11,2024,1,6,Cable (2024-2024),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,155,15,2018,3,4,Cable (2017-2018),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,156,15,2018,3,4,Cable (2017-2018),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,158,15,2018,3,4,Cable (2017-2018),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
Cable,10,15,2018,3,4,Cable (2017-2018),6,ACCEPTED — GCD counts every same-name series (specials/reprints); declared collector-numbering kept
